,Load: Load Number,Load: Created Date,Actual Pickup Date,Origin Zip Code,Destination Zip Code,Origin State,Destination State,Mode,Linear Feet,Total Weight,Distance (Miles),Total HU,Revenue (Mixed) Currency,Revenue (Mixed),Carrier Cost (Mixed) Currency,Carrier Cost (Mixed),Target buy rate,GS Network buy rate
837,SHP4224465,8/25/2023,9/19/2023,90502,49085,California,Michigan,Partial F/SD (LTL Spot Market),13.0,14994.0,2107.79,3.0,USD,1700.0,USD,1800.0,3826.0,3946.0
838,SHP4223951,8/25/2023,8/30/2023,53154,77015,Wisconsin,Texas,Partial F/SD (LTL Spot Market),0.01,15698.0,1164.01,1.0,USD,300.0,USD,120.0,2454.0,2446.0
839,SHP4222890,8/25/2023,8/28/2023,60502,33166,Illinois,Florida,Partial Van (LTL Spot Market),24.0,6574.0,1415.3,13.0,USD,2364.0,USD,1900.0,3130.0,3347.0
840,SHP4222486,8/25/2023,9/7/2023,81521,33182,Colorado,Florida,Partial F/SD (LTL Spot Market),25.0,4800.0,2321.77,2.0,USD,2885.0,USD,2300.0,4339.0,4217.0
841,SHP4221845,8/25/2023,9/14/2023,76266,32218,Texas,Florida,Partial F/SD (LTL Spot Market),27.0,2550.0,1051.32,2.0,USD,1721.0,USD,1300.0,2182.0,2208.0
842,SHP4220735,8/24/2023,8/31/2023,56001,32218,Minnesota,Florida,Partial F/SD (LTL Spot Market),9.0,3190.0,1443.93,2.0,USD,1464.0,USD,1200.0,2861.0,2919.0
843,SHP4220365,8/24/2023,8/25/2023,60008,33178,Illinois,Florida,Partial Van (LTL Spot Market),25.0,5167.0,1413.99,11.0,USD,2830.0,USD,2000.0,3317.0,3403.0
844,SHP4216445,8/23/2023,8/25/2023,60007,90022,Illinois,California,Partial F/SD (LTL Spot Market),10.0,8470.0,2002.89,2.0,USD,1760.0,USD,1600.0,4853.0,4679.0
845,SHP4215067,8/23/2023,9/15/2023,02021,78045,Massachusetts,Texas,Partial F/SD (LTL Spot Market),12.0,5838.0,2184.92,1.0,USD,1900.0,USD,1400.0,3786.0,3908.0
846,SHP4213660,8/23/2023,8/25/2023,33182,79359,Florida,Texas,Partial Van (LTL Spot Market),17.0,14110.0,1697.59,8.0,USD,1876.0,USD,1430.0,2050.0,2029.0
847,SHP4213423,8/23/2023,8/23/2023,77029,33316,Texas,Florida,Partial F/SD (LTL Spot Market),27.0,16640.0,1171.33,1.0,USD,2450.0,USD,2200.0,2594.0,2712.0
848,SHP4213143,8/23/2023,8/25/2023,44627,33178,Ohio,Florida,Partial Van (LTL Spot Market),12.0,3711.0,1199.35,11.0,USD,1718.0,USD,1600.0,3107.0,3136.0
849,SHP4211543,8/22/2023,8/23/2023,90502,43123,California,Ohio,Partial Van (LTL Spot Market),15.0,5700.0,2262.46,8.0,USD,2073.0,USD,1500.0,4080.0,4116.0
850,SHP4208610,8/22/2023,8/23/2023,47303,33016,Indiana,Florida,Partial Van (LTL Spot Market),8.0,11742.0,1247.87,6.0,USD,1565.0,USD,1000.0,3181.0,3180.0
851,SHP4207587,8/21/2023,8/30/2023,46767,84321,Indiana,Utah,Partial Van (LTL Spot Market),20.0,2666.0,1509.88,9.0,USD,2204.0,USD,2300.0,3249.0,3249.0
852,SHP4207180,8/21/2023,8/22/2023,53051,33166,Wisconsin,Florida,Partial Van (LTL Spot Market),14.06,8012.0,1499.36,7.0,USD,1723.0,USD,1350.0,3560.0,3544.0
853,SHP4206339,8/21/2023,8/21/2023,84104,33122,Utah,Florida,Partial Van (LTL Spot Market),0.01,3978.0,2546.93,14.0,USD,3050.0,USD,2900.0,4510.0,4487.0
854,SHP4203174,8/18/2023,8/21/2023,53598,32209,Wisconsin,Florida,Partial F/SD (LTL Spot Market),8.0,1496.0,1223.5,4.0,USD,1240.0,USD,1100.0,2743.0,2736.0
855,SHP4202850,8/18/2023,8/23/2023,78045,33178,Texas,Florida,Partial Van (LTL Spot Market),24.0,14412.0,1499.99,13.0,USD,3000.0,USD,2000.0,3323.0,3411.0
856,SHP4202451,8/18/2023,8/21/2023,77004,33182,Texas,Florida,Partial F/SD (LTL Spot Market),10.02,8412.0,1202.17,4.0,USD,1213.0,USD,1050.0,2648.0,2741.0
857,SHP4201188,8/18/2023,8/28/2023,92806,78503,California,Texas,Partial F/SD (LTL Spot Market),5.0,6500.0,1574.23,2.0,USD,1298.0,USD,1050.0,2988.0,2907.0
858,SHP4200713,8/17/2023,8/28/2023,53207,33166,Wisconsin,Florida,Partial F/SD (LTL Spot Market),8.0,16360.0,1484.9,1.0,USD,1650.0,USD,1500.0,3255.0,3327.0
859,SHP4200329,8/17/2023,8/18/2023,33172,77477,Florida,Texas,Partial F/SD (LTL Spot Market),10.0,20420.0,1211.81,1.0,USD,1498.0,USD,1250.0,1917.0,1876.0
860,SHP4197735,8/17/2023,8/17/2023,55447,01876,Minnesota,Massachusetts,Partial F/SD (LTL Spot Market),17.0,1392.0,1423.22,1.0,USD,2064.0,USD,1800.0,3200.0,2965.0
861,SHP4197031,8/16/2023,8/17/2023,33010,38351,Florida,Tennessee,Partial Van (LTL Spot Market),20.0,3763.0,1024.91,11.0,USD,905.0,USD,800.0,1102.0,1064.0
862,SHP4196752,8/16/2023,8/29/2023,46582,33178,Indiana,Florida,Partial Van (LTL Spot Market),7.0,2797.0,1327.91,1.0,USD,1500.0,USD,1300.0,3475.0,3490.0
863,SHP4194879,8/16/2023,8/16/2023,76258,33182,Texas,Florida,Partial Van (LTL Spot Market),14.0,12825.0,1374.91,7.0,USD,1780.0,USD,1500.0,2810.0,2894.0
864,SHP4193991,8/16/2023,8/16/2023,94538,33178,California,Florida,Partial Van (LTL Spot Market),18.0,4349.0,3030.39,10.0,USD,3450.0,USD,3000.0,5828.0,5846.0
865,SHP4192512,8/15/2023,8/17/2023,45040,33018,Ohio,Florida,Partial Van (LTL Spot Market),27.06,6376.0,1161.36,24.0,USD,2328.0,USD,2100.0,2944.0,2878.0
866,SHP4192062,8/15/2023,8/18/2023,46582,33178,Indiana,Florida,Partial Van (LTL Spot Market),14.0,3445.0,1327.91,2.0,USD,1750.0,USD,1500.0,3170.0,3210.0
867,SHP4191694,8/15/2023,8/18/2023,43607,33182,Ohio,Florida,Partial Van (LTL Spot Market),21.0,5385.0,1307.87,9.0,USD,2135.0,USD,2000.0,3132.0,3174.0
868,SHP4191432,8/15/2023,8/15/2023,90039,78045,California,Texas,Partial Van (LTL Spot Market),17.0,2960.0,1516.38,8.0,USD,1531.0,USD,1231.0,2825.0,2491.0
869,SHP4191333,8/15/2023,8/17/2023,77004,33182,Texas,Florida,Partial F/SD (LTL Spot Market),10.0,8412.0,1202.17,4.0,USD,250.0,USD,150.0,2644.0,2737.0
870,SHP4191094,8/15/2023,8/16/2023,76111,33126,Texas,Florida,Partial F/SD (LTL Spot Market),11.0,1624.0,1355.38,1.0,USD,1321.0,USD,1200.0,2863.0,2807.0
871,SHP4188467,8/14/2023,8/15/2023,17350,33126,Pennsylvania,Florida,Partial Van (LTL Spot Market),24.01,10000.0,1183.1,12.0,USD,1795.0,USD,1650.0,2501.0,2567.0
872,SHP4187172,8/14/2023,8/14/2023,38141,33166,Tennessee,Florida,Partial F/SD (LTL Spot Market),24.0,3080.0,980.7,3.0,USD,2112.5,USD,1625.0,2743.0,2748.0
873,SHP4184791,8/11/2023,8/15/2023,57104,33166,South Dakota,Florida,Partial Van (LTL Spot Market),17.0,14180.0,1838.01,20.0,USD,2780.0,USD,2500.0,3922.0,3873.0
874,SHP4183967,8/11/2023,8/11/2023,90040,33178,California,Florida,Partial Van (LTL Spot Market),9.0,2438.0,2731.07,4.0,USD,1695.0,USD,1500.0,5612.0,5439.0
875,SHP4183755,8/11/2023,8/11/2023,75050,33172,Texas,Florida,Partial F/SD (LTL Spot Market),15.0,1240.0,1335.58,1.0,USD,1500.0,USD,1300.0,2808.0,2859.0
876,SHP4182697,8/10/2023,8/14/2023,21078,33182,Maryland,Florida,Partial F/SD (LTL Spot Market),12.0,4540.0,1141.89,2.0,USD,1847.0,USD,1550.0,2726.0,2573.0
877,SHP4181000,8/10/2023,8/11/2023,33172,76201,Florida,Texas,Partial Van (LTL Spot Market),14.0,15710.0,1355.55,7.0,USD,1406.0,USD,1057.5,1414.0,1477.0
878,SHP4178934,8/9/2023,8/24/2023,71953,33172,Arkansas,Florida,Partial F/SD (LTL Spot Market),5.0,8550.0,1248.42,1.0,USD,1733.0,USD,1600.0,3442.0,3411.0
879,SHP4175315,8/8/2023,8/24/2023,57032,33018,South Dakota,Florida,Partial F/SD (LTL Spot Market),8.0,5150.0,1824.88,1.0,USD,1580.0,USD,1500.0,3807.0,3919.0
880,SHP4175190,8/8/2023,8/9/2023,84104,33166,Utah,Florida,Partial F/SD (LTL Spot Market),25.0,7780.0,2544.32,1.0,USD,3380.0,USD,2950.0,4234.0,4312.0
881,SHP4175168,8/8/2023,8/11/2023,16502,33166,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),8.0,11601.0,1304.95,1.0,USD,1427.0,USD,1200.0,3059.0,3064.0
882,SHP4175001,8/8/2023,8/22/2023,53154,33178,Wisconsin,Florida,Partial F/SD (LTL Spot Market),15.0,12170.0,1480.22,3.0,USD,1850.0,USD,1650.0,3169.0,3264.0
883,SHP4174045,8/8/2023,8/9/2023,77396,33178,Texas,Florida,Partial F/SD (LTL Spot Market),4.0,923.0,1199.31,2.0,USD,1250.0,USD,950.0,2643.0,2753.0
884,SHP4171093,8/7/2023,8/8/2023,21078,33182,Maryland,Florida,Partial F/SD (LTL Spot Market),12.0,4540.0,1141.89,2.0,USD,250.0,USD,150.0,2799.0,2643.0
885,SHP4170496,8/7/2023,8/8/2023,90220,75074,California,Texas,Partial Van (LTL Spot Market),24.0,7720.0,1459.63,12.0,USD,2165.0,USD,1900.0,3048.0,3065.0
886,SHP4170466,8/7/2023,8/8/2023,77306,33122,Texas,Florida,Partial F/SD (LTL Spot Market),5.0,13700.0,1208.72,1.0,USD,1400.0,USD,950.0,2737.0,2794.0
887,SHP4166479,8/4/2023,8/10/2023,53212,33182,Wisconsin,Florida,Partial Van (LTL Spot Market),18.0,7612.0,1490.13,2.0,USD,1800.0,USD,1200.0,3454.0,3514.0
888,SHP4165674,8/4/2023,8/9/2023,91739,33166,California,Florida,Partial Van (LTL Spot Market),27.0,7268.0,2698.29,19.0,USD,3652.0,USD,3200.0,5575.0,5594.0
889,SHP4165124,8/3/2023,8/11/2023,63102,78045,Missouri,Texas,Partial F/SD (LTL Spot Market),8.0,3000.0,1061.56,1.0,USD,1736.0,USD,1454.88,2734.0,2506.0
890,SHP4164597,8/3/2023,8/9/2023,03106,33122,New Hampshire,Florida,Partial Van (LTL Spot Market),18.0,18480.0,1552.08,8.0,USD,1980.0,USD,1700.0,3159.0,3141.0
891,SHP4164032,8/3/2023,8/4/2023,55430,33169,Minnesota,Florida,Partial Van (LTL Spot Market),17.0,1100.0,1715.28,7.0,USD,1725.0,USD,1500.0,3602.0,3569.0
892,SHP4163245,8/3/2023,8/9/2023,50841,33182,Iowa,Florida,Partial Van (LTL Spot Market),19.0,14571.0,1633.6,7.0,USD,2731.0,USD,2300.0,3646.0,3671.0
893,SHP4161518,8/2/2023,8/8/2023,90220,33634,California,Florida,Partial F/SD (LTL Spot Market),16.0,3052.0,2493.7,2.0,USD,2460.0,USD,2100.0,4833.0,5037.0
894,SHP4160749,8/2/2023,8/4/2023,46767,84321,Indiana,Utah,Partial Van (LTL Spot Market),20.0,2666.0,1509.49,9.0,USD,2180.25,USD,2145.0,3191.0,3162.0
895,SHP4160340,8/2/2023,8/4/2023,44627,33166,Ohio,Florida,Partial Van (LTL Spot Market),21.0,4912.0,1205.15,14.0,USD,2230.0,USD,2100.0,2953.0,2960.0
896,SHP4159692,8/2/2023,8/3/2023,49103,33442,Michigan,Florida,Partial Van (LTL Spot Market),25.0,21985.0,1333.79,16.0,USD,3550.0,USD,3100.0,3178.0,3205.0
897,SHP4158511,8/2/2023,8/3/2023,61080,33178,Illinois,Florida,Partial Van (LTL Spot Market),11.0,5163.0,1483.07,33.0,USD,1560.0,USD,1200.0,3382.0,3351.0
898,SHP4157815,8/1/2023,8/3/2023,78572,33172,Texas,Florida,Partial Van (LTL Spot Market),18.0,2780.0,1553.8,20.0,USD,1836.0,USD,1800.0,3261.0,3393.0
899,SHP4156867,8/1/2023,8/2/2023,20166,33126,Virginia,Florida,Partial F/SD (LTL Spot Market),14.0,1975.0,1072.33,1.0,USD,1418.0,USD,1200.0,2561.0,2593.0
900,SHP4156806,8/1/2023,8/17/2023,53186,01876,Wisconsin,Massachusetts,Partial F/SD (LTL Spot Market),10.0,14500.0,1108.85,1.0,USD,1575.0,USD,1400.0,2985.0,3034.0
901,SHP4156116,8/1/2023,8/2/2023,18603,33178,Pennsylvania,Florida,Partial Van (LTL Spot Market),16.0,3348.0,1271.74,8.0,USD,1532.0,USD,1300.0,2678.0,2558.0
902,SHP4154986,8/1/2023,8/3/2023,77087,33182,Texas,Florida,Partial Van (LTL Spot Market),22.0,15520.0,1201.37,8.0,USD,1690.0,USD,1550.0,2612.0,2644.0
903,SHP4153572,7/31/2023,8/1/2023,53177,33178,Wisconsin,Florida,Partial Van (LTL Spot Market),4.0,2763.0,1460.26,10.0,USD,1693.0,USD,1500.0,3298.0,3372.0
904,SHP4153507,7/31/2023,8/15/2023,16424,33182,Pennsylvania,Florida,Partial Van (LTL Spot Market),25.0,7256.0,1285.85,11.0,USD,2195.0,USD,1850.0,3026.0,3052.0
905,SHP4152686,7/31/2023,8/3/2023,78045,34475,Texas,Florida,Partial Van (LTL Spot Market),24.0,15932.0,1234.7,11.0,USD,2356.0,USD,2200.0,2931.0,2938.0
906,SHP4151810,7/31/2023,7/31/2023,88203,60188,New Mexico,Illinois,Partial F/SD (LTL Spot Market),15.0,3501.0,1268.24,1.0,USD,1212.0,USD,1200.0,2299.0,2275.0
907,SHP4150650,7/28/2023,7/31/2023,52404,33610,Iowa,Florida,Partial F/SD (LTL Spot Market),7.0,16870.0,1293.07,2.0,USD,1877.0,USD,1800.0,2994.0,3062.0
908,SHP4149876,7/28/2023,8/2/2023,50219,33166,Iowa,Florida,Partial F/SD (LTL Spot Market),10.0,9005.0,1526.08,1.0,USD,1600.0,USD,1500.0,3453.0,3487.0
909,SHP4149788,7/28/2023,8/2/2023,90638,33182,California,Florida,Partial F/SD (LTL Spot Market),4.0,8819.0,2733.95,1.0,USD,1715.0,USD,1500.0,4811.0,4767.0
910,SHP4145489,7/27/2023,7/27/2023,77530,33166,Texas,Florida,Partial F/SD (LTL Spot Market),0.01,5070.0,1176.51,3.0,USD,1600.0,USD,1250.0,2700.0,2849.0
911,SHP4144404,7/26/2023,8/1/2023,66534,33147,Kansas,Florida,Partial Van (LTL Spot Market),21.0,10925.0,1572.8,5.0,USD,2250.0,USD,2000.0,3559.0,3471.0
912,SHP4143802,7/26/2023,7/28/2023,48165,33166,Michigan,Florida,Partial Van (LTL Spot Market),7.0,4834.0,1369.62,2.0,USD,1450.0,USD,1200.0,3034.0,3056.0
913,SHP4143649,7/26/2023,7/28/2023,78572,33172,Texas,Florida,Partial Van (LTL Spot Market),18.02,2732.0,1553.8,19.0,USD,1800.0,USD,1750.0,3277.0,3410.0
914,SHP4142027,7/26/2023,7/31/2023,77301,33166,Texas,Florida,Partial Van (LTL Spot Market),20.0,16000.0,1227.28,10.0,USD,2037.0,USD,1600.0,2668.0,2648.0
915,SHP4141642,7/26/2023,7/28/2023,23234,98632,Virginia,Washington,Partial Van (LTL Spot Market),22.01,5787.0,2912.85,2.0,USD,3950.0,USD,3450.0,5320.0,5221.0
916,SHP4139739,7/25/2023,7/26/2023,33010,37090,Florida,Tennessee,Partial Van (LTL Spot Market),14.0,2698.0,804.72,8.0,USD,680.0,USD,600.0,996.0,993.0
917,SHP4139686,7/25/2023,7/25/2023,33010,33811,Florida,Florida,Partial Van (LTL Spot Market),17.0,3203.0,804.72,10.0,USD,396.0,USD,350.0,507.0,519.0
918,SHP4138834,7/25/2023,7/26/2023,53214,77015,Wisconsin,Texas,Partial F/SD (LTL Spot Market),0.01,18239.0,1158.11,1.0,USD,1700.0,USD,1600.0,2373.0,2365.0
919,SHP4138425,7/25/2023,7/26/2023,55318,33166,Minnesota,Florida,Partial Van (LTL Spot Market),21.01,6880.0,1819.09,8.0,USD,2234.0,USD,2150.0,3563.0,3630.0
920,SHP4137019,7/24/2023,7/25/2023,87002,24263,New Mexico,Virginia,Partial F/SD (LTL Spot Market),13.0,4750.0,1507.14,1.0,USD,1500.0,USD,1200.0,2701.0,2778.0
921,SHP4136092,7/24/2023,7/28/2023,49283,33172,Michigan,Florida,Partial Van (LTL Spot Market),24.0,10660.0,1393.72,11.0,USD,1859.0,USD,1500.0,3204.0,3314.0
922,SHP4135264,7/24/2023,7/27/2023,53154,77015,Wisconsin,Texas,Partial F/SD (LTL Spot Market),10.0,7902.0,1169.39,1.0,USD,1128.0,USD,1050.0,2347.0,2333.0
923,SHP4134141,7/21/2023,7/28/2023,44627,33166,Ohio,Florida,Partial Van (LTL Spot Market),28.0,6992.0,1205.15,23.0,USD,2500.0,USD,2200.0,2833.0,2842.0
924,SHP4132924,7/21/2023,7/21/2023,82718,60106,Wyoming,Illinois,Partial F/SD (LTL Spot Market),0.03,5680.0,1034.39,3.0,USD,1302.5,USD,1150.0,1693.0,1638.0
925,SHP4131559,7/20/2023,7/24/2023,61080,33178,Illinois,Florida,Partial Van (LTL Spot Market),13.0,6830.0,1483.07,16.0,USD,1700.0,USD,1450.0,3185.0,3169.0
926,SHP4131504,7/20/2023,7/21/2023,60090,33172,Illinois,Florida,Partial Van (LTL Spot Market),24.0,7500.0,1427.78,11.0,USD,2194.0,USD,1900.0,3017.0,3110.0
927,SHP4130294,7/20/2023,7/27/2023,55706,33172,Minnesota,Florida,Partial Van (LTL Spot Market),13.0,4189.0,1995.43,1.0,USD,1600.0,USD,1700.0,4333.0,4303.0
928,SHP4130111,7/20/2023,7/25/2023,13057,33166,New York,Florida,Partial Van (LTL Spot Market),17.0,15674.0,1440.93,5.0,USD,2100.0,USD,2000.0,2935.0,2876.0
929,SHP4130053,7/20/2023,7/27/2023,61554,33172,Illinois,Florida,Partial F/SD (LTL Spot Market),4.0,6788.0,1367.07,1.0,USD,1310.0,USD,1200.0,3337.0,3364.0
930,SHP4128050,7/19/2023,7/27/2023,44281,33178,Ohio,Florida,Partial F/SD (LTL Spot Market),10.01,4217.0,1216.26,2.0,USD,1329.0,USD,1250.0,3002.0,2972.0
931,SHP4124401,7/18/2023,7/21/2023,33166,78557,Florida,Texas,Partial F/SD (LTL Spot Market),22.0,16589.0,1543.12,1.0,USD,2214.5,USD,2172.5,2754.0,2694.0
932,SHP4120096,7/17/2023,7/19/2023,52404,33610,Iowa,Florida,Partial F/SD (LTL Spot Market),7.0,7230.0,1292.32,1.0,USD,1680.0,USD,1400.0,3105.0,3123.0
933,SHP4116097,7/14/2023,7/18/2023,28092,89005,North Carolina,Nevada,Partial Van (LTL Spot Market),20.0,2389.0,2148.31,3.0,USD,1780.0,USD,1800.0,3512.0,3448.0
934,SHP4115714,7/14/2023,7/17/2023,90723,33178,California,Florida,Partial Van (LTL Spot Market),8.0,5534.0,2732.7,1.0,USD,1789.0,USD,1450.0,5458.0,5617.0
935,SHP4115200,7/14/2023,7/14/2023,27596,33316,North Carolina,Florida,Partial Van (LTL Spot Market),24.05,2585.0,802.21,6.0,USD,2000.0,USD,1500.0,1981.0,1958.0
936,SHP4114582,7/14/2023,7/17/2023,60540,78045,Illinois,Texas,Partial Van (LTL Spot Market),14.0,16640.0,1334.49,8.0,USD,1753.0,USD,1500.0,2151.0,1851.0
937,SHP4114397,7/14/2023,7/14/2023,82718,60106,Wyoming,Illinois,Partial F/SD (LTL Spot Market),0.01,6420.0,1034.39,2.0,USD,1148.0,USD,1000.0,1696.0,1652.0
938,SHP4113602,7/13/2023,7/14/2023,90220,38506,California,Tennessee,Partial F/SD (LTL Spot Market),4.0,7937.0,2095.16,1.0,USD,2175.0,USD,1600.0,4147.0,4076.0
939,SHP4113393,7/13/2023,7/20/2023,52040,33016,Iowa,Florida,Partial Van (LTL Spot Market),12.0,9600.0,1547.97,4.0,USD,1310.0,USD,1200.0,3244.0,3256.0
940,SHP4112952,7/13/2023,7/17/2023,33166,85225,Florida,Arizona,Partial Van (LTL Spot Market),24.0,8345.0,2347.57,12.0,USD,2450.0,USD,2200.0,3085.0,3198.0
941,SHP4112785,7/13/2023,7/14/2023,07072,33166,New Jersey,Florida,Partial Van (LTL Spot Market),16.01,1036.0,1292.57,2.0,USD,1600.0,USD,1400.0,2073.0,2155.0
942,SHP4112736,7/13/2023,7/14/2023,55449,33178,Minnesota,Florida,Partial Van (LTL Spot Market),17.0,11934.0,1806.87,7.0,USD,1797.0,USD,1500.0,3452.0,3510.0
943,SHP4112335,7/13/2023,7/28/2023,88203,60188,New Mexico,Illinois,Partial F/SD (LTL Spot Market),15.0,3501.0,1268.24,1.0,USD,250.0,USD,0.0,2297.0,2274.0
944,SHP4110659,7/12/2023,7/27/2023,22834,33182,Virginia,Florida,Partial Van (LTL Spot Market),12.0,3015.0,1049.02,1.0,USD,1581.0,USD,1250.0,2385.0,2389.0
945,SHP4109982,7/12/2023,7/25/2023,54220,33166,Wisconsin,Florida,Partial Van (LTL Spot Market),18.0,3612.0,1561.91,23.0,USD,2540.0,USD,1800.0,3435.0,3417.0
946,SHP4109335,7/12/2023,7/24/2023,32771,46410,Florida,Indiana,Partial F/SD (LTL Spot Market),24.0,7550.0,1120.37,1.0,USD,200.0,USD,150.0,2121.0,2090.0
947,SHP4107627,7/11/2023,7/18/2023,90813,87566,California,New Mexico,Partial F/SD (LTL Spot Market),12.0,5300.0,887.51,1.0,USD,1450.0,USD,1450.0,2509.0,2583.0
948,SHP4107529,7/11/2023,8/25/2023,93033,77541,California,Texas,Partial F/SD (LTL Spot Market),25.0,10000.0,1665.01,1.0,USD,2399.0,USD,2150.0,3040.0,3007.0
949,SHP4103325,7/10/2023,7/13/2023,84081,33182,Utah,Florida,Partial Van (LTL Spot Market),25.0,12156.0,2553.53,17.0,USD,2980.0,USD,2650.0,4512.0,4609.0
950,SHP4103136,7/10/2023,7/11/2023,44281,33178,Ohio,Florida,Partial F/SD (LTL Spot Market),10.0,7413.0,1219.37,3.0,USD,250.0,USD,160.0,2889.0,2919.0
951,SHP4102911,7/10/2023,7/11/2023,80110,78557,Colorado,Texas,Partial Van (LTL Spot Market),19.0,13773.0,1183.8,5.0,USD,1278.0,USD,1000.0,1494.0,1461.0
952,SHP4101583,7/7/2023,7/10/2023,89178,07631,Nevada,New Jersey,Partial Van (LTL Spot Market),0.01,13228.0,2517.3,10.0,USD,2478.0,USD,2200.0,4938.0,5111.0
953,SHP4100569,7/7/2023,7/10/2023,55123,78045,Minnesota,Texas,Partial Van (LTL Spot Market),16.0,9450.0,1358.5,7.0,USD,1375.0,USD,1000.0,2346.0,2119.0
954,SHP4099149,7/6/2023,7/14/2023,60540,78045,Illinois,Texas,Partial Van (LTL Spot Market),14.0,16640.0,1334.49,8.0,USD,200.0,USD,150.0,2150.0,1851.0
955,SHP4098600,7/6/2023,7/7/2023,76137,33150,Texas,Florida,Partial Van (LTL Spot Market),20.0,12110.0,1347.65,11.0,USD,2000.0,USD,1550.0,2853.0,2814.0
956,SHP4094913,7/5/2023,7/5/2023,92507,12524,California,New York,Partial Van (LTL Spot Market),18.0,11000.0,2769.16,23.0,USD,3537.5,USD,2675.0,5265.0,5248.0
957,SHP4093863,7/5/2023,7/10/2023,45342,33166,Ohio,Florida,Partial Van (LTL Spot Market),8.0,5300.0,1194.29,1.0,USD,1250.8,USD,1071.0,2712.0,2629.0
958,SHP4090166,6/30/2023,7/3/2023,72401,33182,Arkansas,Florida,Partial F/SD (LTL Spot Market),16.0,3750.0,1067.82,1.0,USD,1822.0,USD,1750.0,3150.0,3142.0
959,SHP4089236,6/30/2023,7/3/2023,91761,33182,California,Florida,Partial F/SD (LTL Spot Market),20.0,2140.0,2706.29,12.0,USD,3020.0,USD,2650.0,5649.0,5561.0
960,SHP4088497,6/30/2023,6/30/2023,91739,33178,California,Florida,Partial Van (LTL Spot Market),11.0,6590.0,2696.22,16.0,USD,1980.0,USD,1750.0,5863.0,5847.0
961,SHP4087900,6/29/2023,6/30/2023,61554,33172,Illinois,Florida,Partial F/SD (LTL Spot Market),8.0,6801.0,1367.07,1.0,USD,1215.0,USD,1100.0,3403.0,3475.0
962,SHP4087846,6/29/2023,7/5/2023,63043,33018,Missouri,Florida,Partial F/SD (LTL Spot Market),12.0,2640.0,1232.99,1.0,USD,1350.0,USD,1100.0,3235.0,3240.0
963,SHP4087418,6/29/2023,7/7/2023,60416,33172,Illinois,Florida,Partial F/SD (LTL Spot Market),13.0,6500.0,1415.52,3.0,USD,1585.0,USD,1350.0,2985.0,3171.0
964,SHP4086940,6/29/2023,7/3/2023,64507,33166,Missouri,Florida,Partial Van (LTL Spot Market),17.0,20001.0,1524.27,10.0,USD,2282.0,USD,1700.0,3361.0,3267.0
965,SHP4085208,6/28/2023,7/7/2023,07727,90502,New Jersey,California,Partial Van (LTL Spot Market),16.0,19037.0,2793.58,8.0,USD,2900.0,USD,2500.0,2957.0,3123.0
966,SHP4084925,6/28/2023,7/3/2023,92064,07036,California,New Jersey,Partial Van (LTL Spot Market),22.01,10605.0,2819.72,7.0,USD,2526.0,USD,2200.0,5692.0,5502.0
967,SHP4083985,6/28/2023,6/30/2023,85212,33166,Arizona,Florida,Partial F/SD (LTL Spot Market),15.0,1410.0,2361.72,2.0,USD,2020.0,USD,1600.0,4266.0,4434.0
968,SHP4083141,6/28/2023,6/29/2023,77017,33166,Texas,Florida,Partial F/SD (LTL Spot Market),12.0,2140.0,1194.46,2.0,USD,1192.0,USD,1000.0,2835.0,2934.0
969,SHP4080728,6/27/2023,6/30/2023,60053,32218,Illinois,Florida,Partial Van (LTL Spot Market),11.0,6046.0,1092.23,1.0,USD,1350.0,USD,900.0,2104.0,2096.0
970,SHP4079951,6/27/2023,6/29/2023,17050,33166,Pennsylvania,Florida,Partial Van (LTL Spot Market),5.0,1074.0,1186.05,4.0,USD,1120.0,USD,950.0,2123.0,2116.0
971,SHP4079864,6/27/2023,7/12/2023,17522,32703,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),7.0,8000.0,974.39,1.0,USD,1250.0,USD,1000.0,2220.0,2165.0
972,SHP4079797,6/27/2023,7/10/2023,32703,17522,Florida,Pennsylvania,Partial F/SD (LTL Spot Market),7.0,8000.0,974.39,1.0,USD,1250.0,USD,1000.0,1855.0,1961.0
973,SHP4078619,6/27/2023,6/29/2023,72401,33172,Arkansas,Florida,Partial Van (LTL Spot Market),16.0,12984.0,1067.82,8.0,USD,1950.0,USD,1850.0,3137.0,3060.0
974,SHP4077145,6/26/2023,6/27/2023,33309,48750,Florida,Michigan,Partial F/SD (LTL Spot Market),9.0,400.0,1486.54,1.0,USD,1254.0,USD,1200.0,2785.0,2743.0
975,SHP4076931,6/26/2023,6/27/2023,56001,32206,Minnesota,Florida,Partial F/SD (LTL Spot Market),0.01,12516.0,1430.35,1.0,USD,3750.0,USD,3500.0,2907.0,2907.0
976,SHP4076714,6/26/2023,6/28/2023,28134,77073,North Carolina,Texas,Partial F/SD (LTL Spot Market),21.0,4989.0,1054.51,1.0,USD,1518.0,USD,1400.0,2224.0,2208.0
977,SHP4074713,6/23/2023,7/10/2023,66106,33182,Kansas,Florida,Partial F/SD (LTL Spot Market),16.0,2818.0,1486.45,1.0,USD,1638.0,USD,1200.0,3171.0,3241.0
