,Load: Load Number,Load: Created Date,Actual Pickup Date,Origin Zip Code,Destination Zip Code,Origin State,Destination State,Mode,Linear Feet,Total Weight,Distance (Miles),Total HU,Revenue (Mixed) Currency,Revenue (Mixed),Carrier Cost (Mixed) Currency,Carrier Cost (Mixed),Target buy rate,GS Network buy rate
1547,SHP3160454,5/2/2022,5/17/2022,78040,33147,Texas,Florida,Partial Van (LTL Spot Market),23.0,14551.0,1534.13,11.0,USD,3100.0,USD,2500.0,4277.0,4429.0
1548,SHP3159111,5/2/2022,5/20/2022,68064,33172,Nebraska,Florida,Partial Van (LTL Spot Market),17.0,1563.0,1690.25,5.0,USD,3200.0,USD,2500.0,4360.0,4243.0
1549,SHP3158382,4/29/2022,5/5/2022,21701,33172,Maryland,Florida,Partial Van (LTL Spot Market),17.0,3200.0,1108.07,1.0,USD,2075.0,USD,1750.0,2735.0,2694.0
1550,SHP3157668,4/29/2022,5/4/2022,91789,19464,California,Pennsylvania,Partial F/SD (LTL Spot Market),17.0,771.0,2672.77,1.0,USD,3445.0,USD,2730.0,6446.0,6812.0
1551,SHP3157448,4/29/2022,6/8/2022,15021,33126,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),22.0,15300.0,1177.84,1.0,USD,3420.0,USD,3022.5,3625.0,3696.0
1552,SHP3157445,4/29/2022,6/1/2022,21901,33126,Maryland,Florida,Partial F/SD (LTL Spot Market),23.0,14900.0,1155.47,1.0,USD,3473.0,USD,3175.0,3555.0,3552.0
1553,SHP3154756,4/28/2022,4/29/2022,19148,33166,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),0.01,11238.0,1201.06,6.0,USD,2457.0,USD,2100.0,3590.0,3570.0
1554,SHP3154357,4/28/2022,5/4/2022,97355,33182,Oregon,Florida,Partial Van (LTL Spot Market),14.0,13658.0,3348.09,23.0,USD,3740.0,USD,3460.0,7965.0,7469.0
1555,SHP3153625,4/28/2022,5/23/2022,16509,33132,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),18.0,8880.0,1303.09,2.0,USD,2450.0,USD,2400.0,3660.0,3684.0
1556,SHP3151080,4/28/2022,4/29/2022,92040,77073,California,Texas,Partial F/SD (LTL Spot Market),22.0,9948.0,1475.89,3.0,USD,2149.0,USD,1940.0,3515.0,3614.0
1557,SHP3149578,4/27/2022,5/2/2022,43311,33166,Ohio,Florida,Partial Van (LTL Spot Market),17.0,20023.0,1216.14,32.0,USD,2700.0,USD,2300.0,3245.0,3251.0
1558,SHP3147958,4/27/2022,4/29/2022,76712,33182,Texas,Florida,Partial Van (LTL Spot Market),17.0,3675.0,1377.13,4.0,USD,2400.0,USD,1800.0,3669.0,3526.0
1559,SHP3145506,4/26/2022,5/25/2022,08611,33018,New Jersey,Florida,Partial F/SD (LTL Spot Market),10.0,1876.0,1224.99,2.0,USD,1398.0,USD,1000.0,3336.0,3361.0
1560,SHP3144724,4/26/2022,5/13/2022,16506,33182,Pennsylvania,Florida,Partial Van (LTL Spot Market),13.0,7280.0,1302.03,2.0,USD,2400.0,USD,2100.0,2980.0,2985.0
1561,SHP3141614,4/25/2022,4/27/2022,45069,33178,Ohio,Florida,Partial Van (LTL Spot Market),20.0,12700.0,1163.31,10.0,USD,2339.0,USD,2000.0,3263.0,3222.0
1562,SHP3141373,4/25/2022,5/2/2022,47905,33182,Indiana,Florida,Partial Van (LTL Spot Market),19.0,13650.0,1286.28,8.0,USD,2940.0,USD,2300.0,3404.0,3440.0
1563,SHP3132870,4/21/2022,7/13/2022,32209,79912,Florida,Texas,Partial F/SD (LTL Spot Market),17.0,3200.0,1628.66,1.0,USD,2625.0,USD,2400.0,4179.0,4394.0
1564,SHP3132760,4/21/2022,4/28/2022,07047,30336,New Jersey,Georgia,Partial Van (LTL Spot Market),15.0,7805.0,918.47,10.0,USD,1645.0,USD,1363.0,1969.0,1963.0
1565,SHP3132545,4/21/2022,4/22/2022,73128,07114,Oklahoma,New Jersey,Partial Van (LTL Spot Market),0.02,7850.0,1455.66,2.0,USD,2100.0,USD,1800.0,3648.0,3693.0
1566,SHP3131387,4/21/2022,4/29/2022,74015,33172,Oklahoma,Florida,Partial F/SD (LTL Spot Market),15.0,6350.0,1407.86,2.0,USD,2202.0,USD,1700.0,4472.0,4376.0
1567,SHP3127866,4/20/2022,4/21/2022,55449,33178,Minnesota,Florida,Partial Van (LTL Spot Market),22.04,6317.0,1806.86,5.0,USD,3602.5,USD,3050.0,4641.0,4460.0
1568,SHP3126874,4/20/2022,5/23/2022,24201,78501,Virginia,Texas,Partial F/SD (LTL Spot Market),4.0,7150.0,1379.9,1.0,USD,1550.0,USD,1400.0,3638.0,3702.0
1569,SHP3124474,4/19/2022,4/22/2022,30297,97218,Georgia,Oregon,Partial F/SD (LTL Spot Market),18.0,2006.0,2608.12,1.0,USD,3725.0,USD,3000.0,6684.0,7210.0
1570,SHP3124376,4/19/2022,4/20/2022,28671,33122,North Carolina,Florida,Partial Van (LTL Spot Market),26.01,10102.0,796.48,16.0,USD,2660.0,USD,2027.5,2497.0,2487.0
1571,SHP3121182,4/18/2022,4/20/2022,85043,33122,Arizona,Florida,Partial F/SD (LTL Spot Market),5.0,4430.0,2370.7,1.0,USD,1645.0,USD,1400.0,5839.0,5602.0
1572,SHP3120604,4/18/2022,4/18/2022,98226,77020,Washington,Texas,Partial F/SD (LTL Spot Market),8.3,6000.0,2449.87,1.0,USD,1860.5,USD,1600.0,5727.0,6108.0
1573,SHP3120506,4/18/2022,4/20/2022,46624,33195,Indiana,Florida,Partial Van (LTL Spot Market),6.0,8005.0,1348.57,2.0,USD,2080.0,USD,1785.0,3622.0,3658.0
1574,SHP3119187,4/15/2022,4/21/2022,84062,52658,Utah,Iowa,Partial F/SD (LTL Spot Market),20.0,3500.0,1262.14,1.0,USD,190.0,USD,130.0,2710.0,2677.0
1575,SHP3115893,4/13/2022,4/14/2022,60081,30122,Illinois,Georgia,Partial Van (LTL Spot Market),24.0,10410.0,799.26,11.0,USD,1550.0,USD,1300.0,2241.0,2254.0
1576,SHP3115168,4/13/2022,4/20/2022,76712,33182,Texas,Florida,Partial Van (LTL Spot Market),17.0,3675.0,1377.13,4.0,USD,250.0,USD,200.0,3751.0,3606.0
1577,SHP3114740,4/13/2022,4/19/2022,92336,33182,California,Florida,Partial Van (LTL Spot Market),24.0,8983.0,2701.15,14.0,USD,4484.0,USD,4200.0,6496.0,6400.0
1578,SHP3113995,4/13/2022,4/14/2022,16502,33178,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),7.0,13540.0,1299.15,1.0,USD,2400.0,USD,2000.0,3940.0,3919.0
1579,SHP3111609,4/12/2022,4/14/2022,53223,77338,Wisconsin,Texas,Partial F/SD (LTL Spot Market),24.02,6794.0,1162.9,5.0,USD,2500.0,USD,2100.0,3141.0,3290.0
1580,SHP3110734,4/12/2022,4/19/2022,38456,33178,Tennessee,Florida,Partial F/SD (LTL Spot Market),16.0,800.0,910.74,2.0,USD,1950.0,USD,1600.0,3488.0,3582.0
1581,SHP3108253,4/11/2022,4/12/2022,74107,33182,Oklahoma,Florida,Partial F/SD (LTL Spot Market),26.0,9000.0,1390.43,2.0,USD,3350.0,USD,2850.0,4501.0,4389.0
1582,SHP3106855,4/11/2022,5/3/2022,65775,13787,Missouri,New York,Partial F/SD (LTL Spot Market),9.0,4200.0,1157.83,1.0,USD,1725.0,USD,1500.0,3927.0,4115.0
1583,SHP3105391,4/8/2022,4/26/2022,78064,33178,Texas,Florida,Partial F/SD (LTL Spot Market),5.0,6335.0,1410.15,1.0,USD,1350.0,USD,1100.0,4101.0,4082.0
1584,SHP3104753,4/8/2022,4/12/2022,77377,33166,Texas,Florida,Partial F/SD (LTL Spot Market),14.0,10200.0,1225.19,2.0,USD,1900.0,USD,1600.0,3728.0,3705.0
1585,SHP3104209,4/8/2022,4/11/2022,60018,78045,Illinois,Texas,Partial F/SD (LTL Spot Market),4.0,5622.0,1360.48,1.0,USD,1626.0,USD,1500.0,4085.0,3803.0
1586,SHP3102846,4/8/2022,4/13/2022,90220,74110,California,Oklahoma,Partial F/SD (LTL Spot Market),8.0,12328.0,1443.51,1.0,USD,1661.0,USD,1400.0,3685.0,3697.0
1587,SHP3101782,4/7/2022,4/8/2022,53110,33182,Wisconsin,Florida,Partial F/SD (LTL Spot Market),14.0,5875.0,1497.33,2.0,USD,2398.0,USD,2200.0,4764.0,4947.0
1588,SHP3099460,4/7/2022,4/13/2022,90220,33166,California,Florida,Partial F/SD (LTL Spot Market),10.0,5000.0,2744.74,1.0,USD,2518.0,USD,2250.0,7133.0,7180.0
1589,SHP3098516,4/6/2022,4/12/2022,64012,33178,Missouri,Florida,Partial Van (LTL Spot Market),14.0,4236.0,1478.51,12.0,USD,2919.09,USD,2410.96,4041.0,3987.0
1590,SHP3097301,4/6/2022,4/14/2022,53207,33166,Wisconsin,Florida,Partial F/SD (LTL Spot Market),10.0,7000.0,1482.3,1.0,USD,2400.0,USD,2000.0,4542.0,4733.0
1591,SHP3096470,4/6/2022,4/8/2022,77095,33172,Texas,Florida,Partial Van (LTL Spot Market),11.0,10824.0,1218.93,3.0,USD,1850.0,USD,1550.0,3576.0,3549.0
1592,SHP3090701,4/4/2022,4/7/2022,85019,72315,Arizona,Arkansas,Partial F/SD (LTL Spot Market),13.0,1800.0,1515.96,2.0,USD,2017.0,USD,1800.0,3404.0,3161.0
1593,SHP3089973,4/4/2022,4/5/2022,43050,33166,Ohio,Florida,Partial F/SD (LTL Spot Market),10.01,8400.0,1182.24,2.0,USD,1835.0,USD,1700.0,4136.0,4431.0
1594,SHP3089438,4/4/2022,4/13/2022,78045,72143,Texas,Arkansas,Partial F/SD (LTL Spot Market),8.0,12834.0,799.54,1.0,USD,1312.0,USD,1250.0,2357.0,2448.0
1595,SHP3085404,3/31/2022,4/6/2022,55421,33172,Minnesota,Florida,Partial F/SD (LTL Spot Market),0.01,11000.0,1811.19,1.0,USD,2833.0,USD,2400.0,5336.0,5333.0
1596,SHP3084632,3/31/2022,4/7/2022,53208,33122,Wisconsin,Florida,Partial F/SD (LTL Spot Market),12.0,16000.0,1491.54,1.0,USD,2715.0,USD,2450.0,4726.0,4932.0
1597,SHP3084416,3/31/2022,4/1/2022,44056,33178,Ohio,Florida,Partial Van (LTL Spot Market),21.0,6793.0,1236.54,3.0,USD,2908.0,USD,2400.0,3609.0,4012.0
1598,SHP3082786,3/31/2022,4/1/2022,90278,59901,California,Montana,Partial F/SD (LTL Spot Market),16.0,6330.0,1349.06,2.0,USD,5500.0,USD,4800.0,4339.0,4335.0
1599,SHP3080804,3/30/2022,3/31/2022,60163,30122,Illinois,Georgia,Partial Van (LTL Spot Market),28.0,8021.0,752.29,14.0,USD,2050.0,USD,1800.0,2403.0,2545.0
1600,SHP3077178,3/29/2022,4/1/2022,78045,33166,Texas,Florida,Partial Van (LTL Spot Market),14.0,4762.0,1544.7,4.0,USD,2400.0,USD,2000.0,4326.0,4603.0
1601,SHP3077092,3/29/2022,3/30/2022,77572,33182,Texas,Florida,Partial F/SD (LTL Spot Market),11.0,1500.0,1185.5,1.0,USD,1515.0,USD,1072.5,3596.0,3698.0
1602,SHP3075945,3/29/2022,3/29/2022,54476,33166,Wisconsin,Florida,Partial F/SD (LTL Spot Market),8.0,2613.0,1668.73,3.0,USD,2760.0,USD,2200.0,5277.0,5546.0
1603,SHP3075382,3/28/2022,4/12/2022,81303,07064,Colorado,New Jersey,Partial Van (LTL Spot Market),13.0,2602.0,2089.18,1.0,USD,3000.0,USD,2800.0,4806.0,4787.0
1604,SHP3075242,3/28/2022,3/30/2022,07002,77041,New Jersey,Texas,Partial F/SD (LTL Spot Market),9.0,5016.0,1638.57,1.0,USD,1623.0,USD,1425.0,3859.0,4248.0
1605,SHP3074347,3/28/2022,4/4/2022,90606,33178,California,Florida,Partial Van (LTL Spot Market),10.0,2625.0,2728.51,2.0,USD,2200.0,USD,1406.77,6703.0,6479.0
1606,SHP3072900,3/28/2022,3/29/2022,27330,33316,North Carolina,Florida,Partial F/SD (LTL Spot Market),13.0,7500.0,759.55,1.0,USD,1582.0,USD,1350.0,2780.0,2729.0
1607,SHP3072875,3/28/2022,3/30/2022,89506,78045,Nevada,Texas,Partial Van (LTL Spot Market),28.0,5984.0,1901.95,13.0,USD,3345.0,USD,2700.0,3965.0,3942.0
1608,SHP3070372,3/25/2022,3/30/2022,60468,33312,Illinois,Florida,Partial Van (LTL Spot Market),9.0,7591.0,1354.1,3.0,USD,2034.0,USD,1600.0,3955.0,4407.0
1609,SHP3069071,3/24/2022,3/30/2022,85040,33178,Arizona,Florida,Partial F/SD (LTL Spot Market),21.0,12000.0,2353.01,1.0,USD,4128.0,USD,3225.0,5748.0,5564.0
1610,SHP3066846,3/24/2022,4/6/2022,33172,14845,Florida,New York,Partial Van (LTL Spot Market),11.0,5927.0,1359.65,1.0,USD,1520.0,USD,1300.0,2885.0,2773.0
1611,SHP3064633,3/23/2022,4/7/2022,34997,78045,Florida,Texas,Partial F/SD (LTL Spot Market),20.0,11467.0,1435.0,6.0,USD,3975.0,USD,3200.0,3447.0,3506.0
1612,SHP3063156,3/23/2022,3/23/2022,84341,33166,Utah,Florida,Partial Van (LTL Spot Market),24.0,2026.0,2540.34,12.0,USD,4500.0,USD,3900.0,6353.0,6092.0
1613,SHP3059484,3/21/2022,3/28/2022,45212,77640,Ohio,Texas,Partial F/SD (LTL Spot Market),15.0,12698.0,1044.1,2.0,USD,1714.0,USD,1600.0,3041.0,3139.0
1614,SHP3058991,3/21/2022,3/22/2022,60172,30122,Illinois,Georgia,Partial Van (LTL Spot Market),0.01,5476.0,740.12,11.0,USD,2520.0,USD,1500.0,2438.0,2647.0
1615,SHP3054965,3/18/2022,3/22/2022,85233,33166,Arizona,Florida,Partial F/SD (LTL Spot Market),17.0,1800.0,2350.73,2.0,USD,2778.0,USD,2500.0,5785.0,5641.0
1616,SHP3054642,3/18/2022,3/22/2022,77008,20781,Texas,Maryland,Partial F/SD (LTL Spot Market),12.0,4861.0,1429.52,2.0,USD,2080.0,USD,1630.0,4263.0,4304.0
1617,SHP3051210,3/17/2022,3/28/2022,56270,33182,Minnesota,Florida,Partial Van (LTL Spot Market),24.0,5300.0,1836.97,10.0,USD,3100.0,USD,2900.0,5060.0,5504.0
1618,SHP3048970,3/16/2022,3/21/2022,98674,33147,Washington,Florida,Partial F/SD (LTL Spot Market),16.0,9900.0,3278.04,3.0,USD,3268.0,USD,3100.0,8710.0,8762.0
1619,SHP3048827,3/16/2022,3/31/2022,33122,53546,Florida,Wisconsin,Partial F/SD (LTL Spot Market),6.0,11354.0,1499.19,1.0,USD,1900.0,USD,1800.0,3291.0,3264.0
1620,SHP3045266,3/15/2022,4/14/2022,78045,32254,Texas,Florida,Partial Van (LTL Spot Market),17.0,6800.0,1213.36,1.0,USD,525.0,USD,375.0,3564.0,3643.0
1621,SHP3041959,3/14/2022,3/14/2022,33182,78045,Florida,Texas,Partial Van (LTL Spot Market),16.0,7808.0,1546.18,8.0,USD,2100.0,USD,1600.0,2598.0,2708.0
1622,SHP3040868,3/14/2022,3/25/2022,75707,33172,Texas,Florida,Partial Van (LTL Spot Market),20.0,18723.0,1239.28,12.0,USD,2996.0,USD,2750.0,3569.0,3534.0
1623,SHP3040242,3/11/2022,3/24/2022,93307,33182,California,Florida,Partial F/SD (LTL Spot Market),10.0,6550.0,2757.78,3.0,USD,250.0,USD,150.0,7265.0,7652.0
1624,SHP3035929,3/10/2022,3/25/2022,01721,33178,Massachusetts,Florida,Partial Van (LTL Spot Market),24.0,12575.0,1479.83,11.0,USD,3390.0,USD,3000.0,4179.0,4129.0
1625,SHP3032160,3/9/2022,3/11/2022,77571,33166,Texas,Florida,Partial Van (LTL Spot Market),24.0,6654.0,1176.87,4.0,USD,2489.0,USD,2200.0,3539.0,3656.0
1626,SHP3030924,3/9/2022,3/15/2022,77373,33122,Texas,Florida,Partial F/SD (LTL Spot Market),4.0,2400.0,1214.89,2.0,USD,1198.0,USD,1000.0,3633.0,3733.0
1627,SHP3028664,3/8/2022,3/9/2022,44142,70734,Ohio,Louisiana,Partial F/SD (LTL Spot Market),17.0,1730.0,1102.13,4.0,USD,1955.0,USD,1600.0,3405.0,3506.0
1628,SHP3028512,3/8/2022,3/9/2022,90058,33178,California,Florida,Partial Van (LTL Spot Market),10.0,1674.0,2728.17,1.0,USD,1588.08,USD,626.17,6914.0,6936.0
1629,SHP3025753,3/7/2022,4/5/2022,90502,35661,California,Alabama,Partial F/SD (LTL Spot Market),4.0,11465.0,1957.2,2.0,USD,1875.0,USD,1750.0,4944.0,5007.0
1630,SHP3021662,3/4/2022,3/24/2022,14615,33177,New York,Florida,Partial F/SD (LTL Spot Market),9.0,5500.0,1464.48,1.0,USD,1651.0,USD,1600.0,4779.0,4912.0
1631,SHP3019623,3/3/2022,3/11/2022,28732,33311,North Carolina,Florida,Partial F/SD (LTL Spot Market),10.0,1158.0,747.91,1.0,USD,1255.0,USD,900.0,2857.0,2830.0
1632,SHP3019478,3/3/2022,3/9/2022,76712,33182,Texas,Florida,Partial Van (LTL Spot Market),17.0,2375.0,1388.17,3.0,USD,2500.0,USD,2050.0,3956.0,3908.0
1633,SHP3018221,3/3/2022,3/8/2022,33147,49001,Florida,Michigan,Partial F/SD (LTL Spot Market),4.0,3992.0,1439.53,2.0,USD,1353.0,USD,1000.0,2699.0,2665.0
1634,SHP3009838,2/28/2022,3/3/2022,27889,33182,North Carolina,Florida,Partial Van (LTL Spot Market),23.0,4200.0,881.77,3.0,USD,2900.0,USD,2200.0,2846.0,3105.0
1635,SHP3009243,2/28/2022,3/2/2022,92394,33166,California,Florida,Partial F/SD (LTL Spot Market),21.0,3000.0,2666.05,3.0,USD,2648.0,USD,2600.0,6456.0,5926.0
1636,SHP3008719,2/28/2022,3/10/2022,33404,28516,Florida,North Carolina,Partial Van (LTL Spot Market),9.0,5500.0,841.08,1.0,USD,1275.0,USD,975.0,1286.0,1276.0
1637,SHP3004377,2/24/2022,3/4/2022,16502,33178,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),8.0,9640.0,1299.15,1.0,USD,1840.0,USD,2000.0,4034.0,3960.0
1638,SHP3003046,2/24/2022,2/28/2022,52404,75166,Iowa,Texas,Partial F/SD (LTL Spot Market),9.0,3947.0,813.3,1.0,USD,1582.0,USD,1200.0,2870.0,2863.0
1639,SHP3001388,2/23/2022,3/3/2022,45011,33182,Ohio,Florida,Partial F/SD (LTL Spot Market),16.0,10918.0,1178.11,2.0,USD,1961.0,USD,1700.0,3908.0,3926.0
1640,SHP3000732,2/23/2022,2/25/2022,90502,71001,California,Louisiana,Partial Van (LTL Spot Market),20.0,7806.0,1683.32,9.0,USD,3975.0,USD,3425.0,4568.0,4495.0
1641,SHP3000372,2/23/2022,2/28/2022,89119,33442,Nevada,Florida,Partial Van (LTL Spot Market),24.0,6864.0,2493.41,22.0,USD,4550.0,USD,3783.0,6553.0,6632.0
1642,SHP2998426,2/22/2022,2/23/2022,71241,28312,Louisiana,North Carolina,Partial F/SD (LTL Spot Market),12.0,3300.0,915.41,1.0,USD,1385.0,USD,1000.0,2977.0,2931.0
1643,SHP2997722,2/22/2022,3/3/2022,60073,33172,Illinois,Florida,Partial F/SD (LTL Spot Market),8.0,2650.0,1449.88,1.0,USD,2514.0,USD,2250.0,4636.0,4646.0
1644,SHP2997592,2/22/2022,2/25/2022,89169,33764,Nevada,Florida,Partial Van (LTL Spot Market),14.0,5600.0,2290.03,14.0,USD,3397.0,USD,2160.06,6280.0,6836.0
1645,SHP2995158,2/21/2022,2/22/2022,33126,75115,Florida,Texas,Partial F/SD (LTL Spot Market),14.0,9128.0,1316.21,1.0,USD,1950.0,USD,1700.0,2756.0,2651.0
1646,SHP2994619,2/21/2022,2/24/2022,90501,33172,California,Florida,Partial F/SD (LTL Spot Market),11.0,14300.0,2751.02,1.0,USD,2952.0,USD,2300.0,6618.0,6509.0
1647,SHP2993257,2/18/2022,2/21/2022,33178,11218,Florida,New York,Partial Van (LTL Spot Market),22.0,4668.0,1301.1,10.0,USD,3680.0,USD,3200.0,2998.0,2930.0
1648,SHP2992090,2/18/2022,2/21/2022,46350,32254,Indiana,Florida,Partial Van (LTL Spot Market),18.0,8020.0,1038.27,20.0,USD,2620.0,USD,2300.0,3141.0,4054.0
1649,SHP2992046,2/18/2022,2/24/2022,77581,33182,Texas,Florida,Partial F/SD (LTL Spot Market),22.0,5467.0,1206.48,4.0,USD,2298.0,USD,1900.0,3249.0,3193.0
1650,SHP2989887,2/17/2022,2/21/2022,62305,33166,Illinois,Florida,Partial F/SD (LTL Spot Market),15.0,4765.0,1358.24,2.0,USD,2013.0,USD,1700.0,4289.0,4296.0
1651,SHP2988792,2/17/2022,2/17/2022,34746,48170,Florida,Michigan,Partial F/SD (LTL Spot Market),21.0,15000.0,1184.3,5.0,USD,2069.0,USD,1850.0,2409.0,2456.0
1652,SHP2988138,2/16/2022,2/17/2022,97060,33182,Oregon,Florida,Partial F/SD (LTL Spot Market),9.0,3500.0,3250.54,1.0,USD,2850.0,USD,2400.0,7923.0,7868.0
1653,SHP2983560,2/15/2022,2/15/2022,80221,44004,Colorado,Ohio,Partial F/SD (LTL Spot Market),17.0,16000.0,1383.05,1.0,USD,2488.0,USD,1650.0,2468.0,2509.0
1654,SHP2982002,2/14/2022,2/17/2022,07032,62246,New Jersey,Illinois,Partial Van (LTL Spot Market),20.0,16765.0,903.05,11.0,USD,2150.0,USD,1700.0,2712.0,2739.0
1655,SHP2981872,2/14/2022,2/15/2022,92801,77040,California,Texas,Partial F/SD (LTL Spot Market),10.0,3000.0,1528.6,1.0,USD,1322.0,USD,1000.0,3227.0,3210.0
1656,SHP2981109,2/14/2022,2/18/2022,44056,33178,Ohio,Florida,Partial Van (LTL Spot Market),14.02,9364.0,1236.54,3.0,USD,2200.0,USD,1900.0,3609.0,4402.0
1657,SHP2979118,2/11/2022,2/15/2022,62526,33172,Illinois,Florida,Partial Van (LTL Spot Market),11.0,17136.0,1284.72,6.0,USD,3130.0,USD,2765.0,3742.0,4611.0
1658,SHP2978831,2/11/2022,2/25/2022,63010,33182,Missouri,Florida,Partial F/SD (LTL Spot Market),17.0,6425.0,1249.79,5.0,USD,2531.0,USD,1900.0,3982.0,4000.0
1659,SHP2978409,2/11/2022,2/17/2022,11725,33122,New York,Florida,Partial Van (LTL Spot Market),8.03,1047.0,1344.8,4.0,USD,1890.0,USD,1400.0,3964.0,4313.0
1660,SHP2977072,2/10/2022,2/15/2022,15931,33182,Pennsylvania,Florida,Partial F/SD (LTL Spot Market),10.0,21000.0,1246.27,3.0,USD,2899.0,USD,2500.0,3899.0,3883.0
1661,SHP2976832,2/10/2022,2/15/2022,85233,33166,Arizona,Florida,Partial F/SD (LTL Spot Market),8.0,700.0,2350.73,1.0,USD,1987.0,USD,1600.0,5053.0,4827.0
1662,SHP2971172,2/8/2022,2/10/2022,89119,33178,Nevada,Florida,Partial Van (LTL Spot Market),24.0,7713.0,2532.15,25.0,USD,4691.0,USD,4100.0,6742.0,7166.0
1663,SHP2970146,2/8/2022,2/25/2022,76001,33182,Texas,Florida,Partial F/SD (LTL Spot Market),15.0,2240.0,1346.62,2.0,USD,2003.0,USD,1650.0,3526.0,3444.0
1664,SHP2967521,2/7/2022,6/30/2022,78045,48183,Texas,Michigan,Partial F/SD (LTL Spot Market),9.0,20300.0,1619.81,1.0,USD,3000.0,USD,2900.0,4262.0,4382.0
1665,SHP2962620,2/3/2022,2/8/2022,07072,33178,New Jersey,Florida,Partial Van (LTL Spot Market),16.0,3043.0,1286.77,8.0,USD,2100.0,USD,1600.0,3782.0,4032.0
1666,SHP2957495,2/1/2022,2/2/2022,77091,33166,Texas,Florida,Partial F/SD (LTL Spot Market),24.0,12294.0,1198.34,11.0,USD,2538.0,USD,1755.0,3251.0,3269.0
1667,SHP2957236,2/1/2022,2/3/2022,07108,33172,New Jersey,Florida,Partial Van (LTL Spot Market),27.0,19634.0,1291.67,16.0,USD,4034.0,USD,3400.0,3751.0,4028.0
1668,SHP2954856,1/31/2022,2/10/2022,98671,91706,Washington,California,Partial F/SD (LTL Spot Market),10.0,7500.0,1004.99,1.0,USD,2350.0,USD,1600.0,2371.0,2888.0
1669,SHP2952510,1/31/2022,1/31/2022,50158,78362,Iowa,Texas,Partial F/SD (LTL Spot Market),9.0,7160.0,1179.73,1.0,USD,2200.0,USD,1900.0,3023.0,3173.0
1670,SHP2952034,1/28/2022,3/9/2022,33172,77503,Florida,Texas,Partial F/SD (LTL Spot Market),13.2,13892.0,1187.22,1.0,USD,1549.0,USD,1200.0,2501.0,2524.0
1671,SHP2949084,1/27/2022,2/1/2022,21921,33166,Maryland,Florida,Partial F/SD (LTL Spot Market),7.0,1339.0,1161.46,1.0,USD,1440.0,USD,1150.0,3703.0,3633.0
1672,SHP2945788,1/26/2022,1/27/2022,77064,33172,Texas,Florida,Partial F/SD (LTL Spot Market),14.0,8419.0,1218.45,3.0,USD,1668.0,USD,1300.0,3313.0,3341.0
1673,SHP2941420,1/25/2022,2/2/2022,45365,33178,Ohio,Florida,Partial F/SD (LTL Spot Market),12.0,7832.0,1234.31,2.0,USD,1709.0,USD,1550.0,3982.0,4014.0
1674,SHP2937563,1/21/2022,1/24/2022,07072,33178,New Jersey,Florida,Partial Van (LTL Spot Market),24.0,3945.0,1286.77,15.0,USD,3078.0,USD,2800.0,3778.0,4047.0
1675,SHP2937322,1/21/2022,2/8/2022,98118,33166,Washington,Florida,Partial Van (LTL Spot Market),14.0,11744.0,3336.47,5.0,USD,6850.0,USD,6300.0,8480.0,8900.0
1676,SHP2933360,1/20/2022,2/4/2022,89119,43219,Nevada,Ohio,Partial F/SD (LTL Spot Market),28.0,5290.0,2016.14,2.0,USD,5468.0,USD,4530.0,5130.0,5130.0
1677,SHP2932982,1/20/2022,1/20/2022,91702,77020,California,Texas,Partial Van (LTL Spot Market),0.02,1940.0,1533.81,2.0,USD,1805.5,USD,1600.0,4328.0,4939.0
1678,SHP2932786,1/20/2022,1/21/2022,47130,33172,Indiana,Florida,Partial Van (LTL Spot Market),19.0,13451.0,1101.21,15.0,USD,2605.5,USD,2300.0,3287.0,4138.0
1679,SHP2932765,1/20/2022,1/25/2022,90220,71001,California,Louisiana,Partial Van (LTL Spot Market),28.0,11409.0,1677.81,14.0,USD,5386.0,USD,4660.0,4625.0,5506.0
1680,SHP2931215,1/19/2022,1/25/2022,77859,33122,Texas,Florida,Partial F/SD (LTL Spot Market),10.0,8000.0,1308.21,1.0,USD,185.0,USD,150.0,3382.0,3376.0
1681,SHP2929323,1/18/2022,1/25/2022,68064,33172,Nebraska,Florida,Partial Van (LTL Spot Market),20.0,7332.0,1690.25,9.0,USD,3900.0,USD,3450.0,4614.0,5516.0
1682,SHP2928958,1/18/2022,1/20/2022,29673,78045,South Carolina,Texas,Partial Van (LTL Spot Market),22.0,17107.0,1279.31,12.0,USD,1839.0,USD,1600.0,2359.0,2223.0
1683,SHP2928475,1/18/2022,1/26/2022,75163,93704,Texas,California,Partial F/SD (LTL Spot Market),14.0,14000.0,1640.01,1.0,USD,2193.0,USD,1700.0,4383.0,4329.0
1684,SHP2927481,1/18/2022,1/18/2022,76177,30260,Texas,Georgia,Partial F/SD (LTL Spot Market),0.01,3610.0,839.01,12.0,USD,1985.0,USD,1700.0,2192.0,2097.0
1685,SHP2923843,1/14/2022,1/19/2022,16141,33018,Pennsylvania,Florida,Partial Van (LTL Spot Market),24.0,3480.0,1205.24,9.0,USD,3345.0,USD,2925.0,3571.0,4301.0
